,video_name,video_year,video_link,name,artist,album,img,duration,tags,missing
34,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,I'Ll Never Say Never To Always,"Charles Manson, Charles Manson, Charles Manson, Charles Manson",,,,,True
33,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,Vienna,Ultravox,Vienna,https://lastfm.freetls.fastly.net/i/u/34s/f0628a45aa0467eabc4cd117f1086df7.png,278000,80s||new wave||synthpop||new romantic||pop,False
32,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,"Lonnie Liston Smith, The Cosmic Echoes",Inner Beauty,,,,,True
31,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,The Revolutionaries,Kunta Kinte Dub,,,,,True
30,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,Name Tag (Premier & The Guru),Gang Starr,Step in the Arena,https://lastfm.freetls.fastly.net/i/u/34s/54dd4f556a8b592d7326a798e4f8edba.png,36000,east coast hip hop||hip hop||Hip-Hop||rap||trip-hop,False
29,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,Dominoes,Lord Finesse,Diggin' on Blue,https://lastfm.freetls.fastly.net/i/u/34s/922683c0a8ed9036fdab5aa38994688f.png,273000,jazz||funk||jazz funk||soul||trumpet,False
116,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,I'Ll Never Say Never To Always,"Charles Manson, Charles Manson, Charles Manson, Charles Manson",,,,,True
110,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,Rooster,Alice in Chains,Dirt,https://lastfm.freetls.fastly.net/i/u/34s/35bc4e8dc7345bed22e3763b4ac98efe.png,374000,Grunge||rock||90s||alternative||Alice in Chains,False
28,Supreme - Stallion,2021,https://www.skatevideosite.com/videos/supreme-stallion,Rooster,Alice in Chains,Dirt,https://lastfm.freetls.fastly.net/i/u/34s/35bc4e8dc7345bed22e3763b4ac98efe.png,374000,Grunge||rock||90s||alternative||Alice in Chains,False
130,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,On The Radio (Live 1983),Donna Summer,,,,,True
128,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,"Hey Hey, My My",White Ring,"Hey Hey, My My + Felt U",https://lastfm.freetls.fastly.net/i/u/34s/b1bba2ad1df644e998b685a38e46ef6d.png,206000,dark ambient||witch house||sunlight||melancholia||a new beginning,False
129,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Bound 2,Kanye West,Yeezus,https://lastfm.freetls.fastly.net/i/u/34s/71d8c1f84d67e60c5dda039d6fb3653f.png,156000,uh huh honey||rap||hip hop||Hip-Hop||MySpotigramBot,False
38,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Running Away Into You,John Frusciante,Niandra LaDes And Usually Just A T-Shirt,https://lastfm.freetls.fastly.net/i/u/34s/ffc082f50deb59f625562651b7546025.png,132000,experimental||trippy||alternative||psychedelic||hypnotic songs,False
132,Supreme x Antihero - skunk boy.,2022,https://www.skatevideosite.com/videos/supreme-x-antihero-skunk-boy,I And I Rasta,Bad Brains,Live at CBGB OMFUG 1982: The Audio Recordings,https://lastfm.freetls.fastly.net/i/u/34s/3cce7520f0b445dca4c47cc45c16afac.png,153000,reggae||male vocalist||Bad Brains||english lyrics||1980s,False
133,Supreme x Antihero - skunk boy.,2022,https://www.skatevideosite.com/videos/supreme-x-antihero-skunk-boy,PSA,Kay Flock,The D.O.A. Tape,https://lastfm.freetls.fastly.net/i/u/34s/7bd4c52c532e1a1c950ee66c30563c02.png,113000,MySpotigramBot||Bronx Drill||-1001819731063||new york||East Coast,False
134,Supreme x Antihero - skunk boy.,2022,https://www.skatevideosite.com/videos/supreme-x-antihero-skunk-boy,All Apologies (Home Demo),Nirvana,Sliver: The Best of the Box,https://lastfm.freetls.fastly.net/i/u/34s/ab74791818ef4d26bfb8dd6053357276.png,213000,Grunge||Nirvana||alternative rock||alternative||rock,False
37,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Stuff (Excerpt From The 1993 Documentary),John Frusciante,,,,,True
41,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Some Kinda Hate,Misfits,Static Age,https://lastfm.freetls.fastly.net/i/u/34s/ff0180eb903b4683a0da8033bbc23ce0.png,121000,horror punk||punk||punk rock||hardcore punk||70s,False
42,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Halloween II,Samhain,Samhain III: November-Coming-Fire,https://lastfm.freetls.fastly.net/i/u/34s/caa3cbded7869eeb9c77d5d4e2df100d.png,0,punk||punk rock||metal||rock||horror punk,True
51,Supreme x Antihero - skunk boy.,2022,https://www.skatevideosite.com/videos/supreme-x-antihero-skunk-boy,PSA,Kay Flock,The D.O.A. Tape,https://lastfm.freetls.fastly.net/i/u/34s/7bd4c52c532e1a1c950ee66c30563c02.png,113000,MySpotigramBot||Bronx Drill||-1001819731063||new york||East Coast,False
43,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Never Could Have Been Worse,Everything But the Girl,Everything But The Girl,https://lastfm.freetls.fastly.net/i/u/34s/2ce18593ea8bb427efef309683b800f6.png,159000,trip-hop||indie pop||jangle pop||Progressive Pop,False
44,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,"Pure with Kingpin Skinny Pimp Vocals. Other Possible Artists: SALEM, Roland Jones - ? (Artist Unconfirmed)",Possibly Nullset,,,,,True
45,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Never Less Than Ill,Showbiz & A.G.,Goodfellas,https://lastfm.freetls.fastly.net/i/u/34s/ea2ad8258bbd4bbab6ead1aa44ef43aa.png,92000,Hip-Hop||hip hop||rap||hiphop||underground hip hop,False
46,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,"Hey Hey, My My",White Ring,"Hey Hey, My My + Felt U",https://lastfm.freetls.fastly.net/i/u/34s/b1bba2ad1df644e998b685a38e46ef6d.png,206000,dark ambient||witch house||sunlight||melancholia||a new beginning,False
47,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Bound 2,Kanye West,Yeezus,https://lastfm.freetls.fastly.net/i/u/34s/71d8c1f84d67e60c5dda039d6fb3653f.png,156000,uh huh honey||rap||hip hop||Hip-Hop||MySpotigramBot,False
127,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Never Less Than Ill,Showbiz & A.G.,Goodfellas,https://lastfm.freetls.fastly.net/i/u/34s/ea2ad8258bbd4bbab6ead1aa44ef43aa.png,92000,Hip-Hop||hip hop||rap||hiphop||underground hip hop,False
126,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,"Pure with Kingpin Skinny Pimp Vocals. Other Possible Artists: SALEM, Roland Jones - ? (Artist Unconfirmed)",Possibly Nullset,,,,,True
48,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,On The Radio (Live 1983),Donna Summer,,,,,True
124,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Halloween II,Samhain,Samhain III: November-Coming-Fire,https://lastfm.freetls.fastly.net/i/u/34s/caa3cbded7869eeb9c77d5d4e2df100d.png,0,punk||punk rock||metal||rock||horror punk,True
123,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Some Kinda Hate,Misfits,Static Age,https://lastfm.freetls.fastly.net/i/u/34s/ff0180eb903b4683a0da8033bbc23ce0.png,121000,horror punk||punk||punk rock||hardcore punk||70s,False
122,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,"T.M. (Long Version, ""Palo Alto"" Soundtrack)",Jack Kilmer,,,,,True
121,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Powerful Impak!,Black Moon,DAH INSTRUMENTALZ,https://lastfm.freetls.fastly.net/i/u/34s/a399d3db00c5b6acf6e90c328a220a29.png,246000,hip hop,False
120,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Running Away Into You,John Frusciante,Niandra LaDes And Usually Just A T-Shirt,https://lastfm.freetls.fastly.net/i/u/34s/ffc082f50deb59f625562651b7546025.png,132000,experimental||trippy||alternative||psychedelic||hypnotic songs,False
119,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Stuff (Excerpt From The 1993 Documentary),John Frusciante,,,,,True
50,Supreme x Antihero - skunk boy.,2022,https://www.skatevideosite.com/videos/supreme-x-antihero-skunk-boy,I And I Rasta,Bad Brains,Live at CBGB OMFUG 1982: The Audio Recordings,https://lastfm.freetls.fastly.net/i/u/34s/3cce7520f0b445dca4c47cc45c16afac.png,153000,reggae||male vocalist||Bad Brains||english lyrics||1980s,False
40,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,"T.M. (Long Version, ""Palo Alto"" Soundtrack)",Jack Kilmer,,,,,True
39,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Powerful Impak!,Black Moon,DAH INSTRUMENTALZ,https://lastfm.freetls.fastly.net/i/u/34s/a399d3db00c5b6acf6e90c328a220a29.png,246000,hip hop,False
52,Supreme x Antihero - skunk boy.,2022,https://www.skatevideosite.com/videos/supreme-x-antihero-skunk-boy,All Apologies (Home Demo),Nirvana,Sliver: The Best of the Box,https://lastfm.freetls.fastly.net/i/u/34s/ab74791818ef4d26bfb8dd6053357276.png,213000,Grunge||Nirvana||alternative rock||alternative||rock,False
125,Violet - The Violet Promo,2022,https://www.skatevideosite.com/videos/violet-the-violet-promo,Never Could Have Been Worse,Everything But the Girl,Everything But The Girl,https://lastfm.freetls.fastly.net/i/u/34s/2ce18593ea8bb427efef309683b800f6.png,159000,trip-hop||indie pop||jangle pop||Progressive Pop,False
61,Supreme - PIGGY,2023,https://www.skatevideosite.com/videos/supreme-piggy,Lost At Birth,Public Enemy,Apocalypse 91… The Enemy Strikes Black,https://lastfm.freetls.fastly.net/i/u/34s/b9ed701bdda241cec1cd71aeec5214f5.png,271000,hip hop||Hip-Hop||rap||golden age||90s,False
145,"Supreme - she loves me, she loves me not.",2023,https://www.skatevideosite.com/videos/supreme-she-loves-me-she-loves-me-not,These Eyes,The Guess Who,The Best Of The Guess Who,https://lastfm.freetls.fastly.net/i/u/34s/586f41273db61146ab60a6072c86e8fc.png,220000,classic rock||70s||60s||Canadian||rock,False
144,Violet x Cafe Mogador - OUTSIDE CAFE MOGADOR UNTIL DUSK(SOUL SESSION),2023,https://www.skatevideosite.com/videos/violet-x-cafe-mogador-outside-cafe-mogador-until-dusksoul-session,Xibaba,Donald Byrd,Electric Byrd,https://lastfm.freetls.fastly.net/i/u/34s/9ebbb312b61d10e424de88c17e712d2b.png,112000,jazz||jazz fusion||trumpet||rod stewart||jazz instrumental,False
143,Supreme - PIGGY,2023,https://www.skatevideosite.com/videos/supreme-piggy,Lost At Birth,Public Enemy,Apocalypse 91… The Enemy Strikes Black,https://lastfm.freetls.fastly.net/i/u/34s/b9ed701bdda241cec1cd71aeec5214f5.png,271000,hip hop||Hip-Hop||rap||golden age||90s,False
62,Violet x Cafe Mogador - OUTSIDE CAFE MOGADOR UNTIL DUSK(SOUL SESSION),2023,https://www.skatevideosite.com/videos/violet-x-cafe-mogador-outside-cafe-mogador-until-dusksoul-session,Xibaba,Donald Byrd,Electric Byrd,https://lastfm.freetls.fastly.net/i/u/34s/9ebbb312b61d10e424de88c17e712d2b.png,112000,jazz||jazz fusion||trumpet||rod stewart||jazz instrumental,False
63,"Supreme - she loves me, she loves me not.",2023,https://www.skatevideosite.com/videos/supreme-she-loves-me-she-loves-me-not,These Eyes,The Guess Who,The Best Of The Guess Who,https://lastfm.freetls.fastly.net/i/u/34s/586f41273db61146ab60a6072c86e8fc.png,220000,classic rock||70s||60s||Canadian||rock,False
65,Violet X Spitfire - THE WHOLE WORLD IS WATCHING,2024,https://www.skatevideosite.com/videos/violet-x-spitfire-the-whole-world-is-watching,Purple Ape,SahBabii feat. 4orever,Purple Ape,,192000,,True
66,Violet X Spitfire - THE WHOLE WORLD IS WATCHING,2024,https://www.skatevideosite.com/videos/violet-x-spitfire-the-whole-world-is-watching,All Ancient Glory,Weathered Crest,Broken Column,https://lastfm.freetls.fastly.net/i/u/34s/2b823d578f6d00c736a10b4bb2d4a251.png,199000,,True
146,Violet X Spitfire - THE WHOLE WORLD IS WATCHING,2024,https://www.skatevideosite.com/videos/violet-x-spitfire-the-whole-world-is-watching,Morning Glory,Oasis,(What's the Story) Morning Glory?,https://lastfm.freetls.fastly.net/i/u/34s/1b217359e775a8b6a7bc443abe5b08c2.png,273000,britpop||rock||oasis||british||90s,False
147,Violet X Spitfire - THE WHOLE WORLD IS WATCHING,2024,https://www.skatevideosite.com/videos/violet-x-spitfire-the-whole-world-is-watching,Purple Ape,SahBabii feat. 4orever,Purple Ape,,192000,,True
148,Violet X Spitfire - THE WHOLE WORLD IS WATCHING,2024,https://www.skatevideosite.com/videos/violet-x-spitfire-the-whole-world-is-watching,All Ancient Glory,Weathered Crest,Broken Column,https://lastfm.freetls.fastly.net/i/u/34s/2b823d578f6d00c736a10b4bb2d4a251.png,199000,,True
149,Supreme - Chicago,2024,https://www.skatevideosite.com/videos/supreme-chicago,Cook,Chief Keef,Dedication,https://lastfm.freetls.fastly.net/i/u/34s/8190cb8e7c44c5fb25342fee3d9863e5.png,225000,,True
64,Violet X Spitfire - THE WHOLE WORLD IS WATCHING,2024,https://www.skatevideosite.com/videos/violet-x-spitfire-the-whole-world-is-watching,Morning Glory,Oasis,(What's the Story) Morning Glory?,https://lastfm.freetls.fastly.net/i/u/34s/1b217359e775a8b6a7bc443abe5b08c2.png,273000,britpop||rock||oasis||british||90s,False
67,Supreme - Chicago,2024,https://www.skatevideosite.com/videos/supreme-chicago,Cook,Chief Keef,Dedication,https://lastfm.freetls.fastly.net/i/u/34s/8190cb8e7c44c5fb25342fee3d9863e5.png,225000,,True
71,Supreme - HEADBANGER,2025,https://www.skatevideosite.com/videos/supreme-headbanger,"Lovin', Touchin', Squeezin'",Journey,Greatest Hits,https://lastfm.freetls.fastly.net/i/u/34s/380e4158c597467fc651af79f44c7d78.png,234000,classic rock||rock||80s||journey||hard rock,False
